HELPER ,Helper 2,NAMING CONVENTION,Inspection Task,Frequency,Unit Abb,REVIEWED COMMENTS,JB Task Assignment,Description,Measurement Type,Expected Value,Response Type
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-12,Annual,ATS.260,,UNITY," Replace eroded arcing contacts, if necessary.",YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-13,Annual,ATS.260,,UNITY, Adjust main and arcing contacts for simultaneous breaking in accordance with the manufacturer’s procedure.,YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-14,Annual,ATS.260,,UNITY," Remove old lubricant residues, then lubricate
the transfer switch
mechanisms and their associated devices and
linkages as specified
by the manufacturer.",YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-15,Annual,ATS.260,,UNITY, Operate the ATS manually to verify proper function.,YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-16,Annual,ATS.260,,UNITY,"Check for the proper settings for voltage and frequency sensing, pickup, and dropout features for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-17,Annual,ATS.260,,UNITY," Clean the top, bottom, and doors of the ATS enclosure.",YesNo,Yes,Specific List
3.2ATS.260Annual,3.2,3.2-ATS.260-Annual,3.2-A-ATS.260-18,Annual,ATS.260,,UNITY," If authorized and coordinated by the facility manager, test the re-energized ATS by switching from the normal source to the emergency source and back to verify proper function under load.",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-1,Semi-Annual,ATS.260,,UNITY,"Inspect the visually accessible portions of the ATS for evidence of heat, water, and mechanical damage. Such evidence guides the technician’s further investigation and assessment of the internal portions of the ATS and its gear ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-10,Semi-Annual,ATS.260,,UNITY,Measure and record the millivolt drop across each energized stationary and main contact while the switch is placed in each source position. ,YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-11,Semi-Annual,ATS.260,,UNITY,Measure the contact resistance across the main and arcing contacts. ,YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-2,Semi-Annual,ATS.260,,UNITY,"After de-energizing upstream switchgear or placing the ATS in bypass mode, inspect the interior to verify that transfer switch mechanisms are intact together with their control circuit wiring, relays, and contacts. ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-3,Semi-Annual,ATS.260,,UNITY,"Inspect insulating parts, mechanism covers, and arc chutes for evidence of heat, discoloration and/or mechanical damage. replace any that are excessively worn or damaged.",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-4,Semi-Annual,ATS.260,,UNITY,"Check the alignment, deflection, gap, and wiping action of the main and arcing contacts. ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-5,Semi-Annual,ATS.260,,UNITY,"Inspect main and arcing contacts for wear, pitting, erosion, and discoloration, which indicate arcing or heat-related deterioration. ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-6,Semi-Annual,ATS.260,,UNITY,"Inspect the transfer mechanisms, coils, and contacts for evidence of damage or malfunction ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-7,Semi-Annual,ATS.260,,UNITY,"Check the tightness of all de-energized cable, wire, and bus connections. Re-secure any loose connections that are found.",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-8,Semi-Annual,ATS.260,,UNITY,"Record and verify all settings for voltage and frequency sensing, pickup, and dropout parameters for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-8A,Semi-Annual,ATS.260,,UNITY,"If the settings are inadvertently changed, then the recorded information will facilitate the recovery of normal operation.",YesNo,Yes,Specific List
3.2ATS.260Semi-Annual,3.2,3.2-ATS.260-Semi-Annual,3.2-SA-ATS.260-9,Semi-Annual,ATS.260,,UNITY,"Measure the pre-inspection voltage and current at the Phase A, B, and C connections to verify that these values are within corresponding
operating specifications ",YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-12,Annual,ATS.400,,UNITY," Replace eroded arcing contacts, if necessary.",YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-13,Annual,ATS.400,,UNITY, Adjust main and arcing contacts for simultaneous breaking in accordance with the manufacturer’s procedure.,YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-14,Annual,ATS.400,,UNITY," Remove old lubricant residues, then lubricate
the transfer switch
mechanisms and their associated devices and
linkages as specified
by the manufacturer.",YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-15,Annual,ATS.400,,UNITY, Operate the ATS manually to verify proper function.,YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-16,Annual,ATS.400,,UNITY,"Check for the proper settings for voltage and frequency sensing, pickup, and dropout features for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-17,Annual,ATS.400,,UNITY," Clean the top, bottom, and doors of the ATS enclosure.",YesNo,Yes,Specific List
3.2ATS.400Annual,3.2,3.2-ATS.400-Annual,3.2-A-ATS.400-18,Annual,ATS.400,,UNITY," If authorized and coordinated by the facility manager, test the re-energized ATS by switching from the normal source to the emergency source and back to verify proper function under load.",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-1,Semi-Annual,ATS.400,,UNITY,"Inspect the visually accessible portions of the ATS for evidence of heat, water, and mechanical damage. Such evidence guides the technician’s further investigation and assessment of the internal portions of the ATS and its gear ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-10,Semi-Annual,ATS.400,,UNITY,Measure and record the millivolt drop across each energized stationary and main contact while the switch is placed in each source position. ,YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-11,Semi-Annual,ATS.400,,UNITY,Measure the contact resistance across the main and arcing contacts. ,YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-2,Semi-Annual,ATS.400,,UNITY,"After de-energizing upstream switchgear or placing the ATS in bypass mode, inspect the interior to verify that transfer switch mechanisms are intact together with their control circuit wiring, relays, and contacts. ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-3,Semi-Annual,ATS.400,,UNITY,"Inspect insulating parts, mechanism covers, and arc chutes for evidence of heat, discoloration and/or mechanical damage. replace any that are excessively worn or damaged.",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-4,Semi-Annual,ATS.400,,UNITY,"Check the alignment, deflection, gap, and wiping action of the main and arcing contacts. ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-5,Semi-Annual,ATS.400,,UNITY,"Inspect main and arcing contacts for wear, pitting, erosion, and discoloration, which indicate arcing or heat-related deterioration. ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-6,Semi-Annual,ATS.400,,UNITY,"Inspect the transfer mechanisms, coils, and contacts for evidence of damage or malfunction ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-7,Semi-Annual,ATS.400,,UNITY,"Check the tightness of all de-energized cable, wire, and bus connections. Re-secure any loose connections that are found.",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-8,Semi-Annual,ATS.400,,UNITY,"Record and verify all settings for voltage and frequency sensing, pickup, and dropout parameters for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-8A,Semi-Annual,ATS.400,,UNITY,"If the settings are inadvertently changed, then the recorded information will facilitate the recovery of normal operation.",YesNo,Yes,Specific List
3.2ATS.400Semi-Annual,3.2,3.2-ATS.400-Semi-Annual,3.2-SA-ATS.400-9,Semi-Annual,ATS.400,,UNITY,"Measure the pre-inspection voltage and current at the Phase A, B, and C connections to verify that these values are within corresponding
operating specifications ",YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-12,Annual,ATS.600,,UNITY," Replace eroded arcing contacts, if necessary.",YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-13,Annual,ATS.600,,UNITY, Adjust main and arcing contacts for simultaneous breaking in accordance with the manufacturer’s procedure.,YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-14,Annual,ATS.600,,UNITY," Remove old lubricant residues, then lubricate
the transfer switch
mechanisms and their associated devices and
linkages as specified
by the manufacturer.",YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-15,Annual,ATS.600,,UNITY, Operate the ATS manually to verify proper function.,YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-16,Annual,ATS.600,,UNITY,"Check for the proper settings for voltage and frequency sensing, pickup, and dropout features for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-17,Annual,ATS.600,,UNITY," Clean the top, bottom, and doors of the ATS enclosure.",YesNo,Yes,Specific List
3.2ATS.600Annual,3.2,3.2-ATS.600-Annual,3.2-A-ATS.600-18,Annual,ATS.600,,UNITY," If authorized and coordinated by the facility manager, test the re-energized ATS by switching from the normal source to the emergency source and back to verify proper function under load.",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-1,Semi-Annual,ATS.600,,UNITY,"Inspect the visually accessible portions of the ATS for evidence of heat, water, and mechanical damage. Such evidence guides the technician’s further investigation and assessment of the internal portions of the ATS and its gear ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-10,Semi-Annual,ATS.600,,UNITY,Measure and record the millivolt drop across each energized stationary and main contact while the switch is placed in each source position. ,YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-11,Semi-Annual,ATS.600,,UNITY,Measure the contact resistance across the main and arcing contacts. ,YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-2,Semi-Annual,ATS.600,,UNITY,"After de-energizing upstream switchgear or placing the ATS in bypass mode, inspect the interior to verify that transfer switch mechanisms are intact together with their control circuit wiring, relays, and contacts. ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-3,Semi-Annual,ATS.600,,UNITY,"Inspect insulating parts, mechanism covers, and arc chutes for evidence of heat, discoloration and/or mechanical damage. replace any that are excessively worn or damaged.",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-4,Semi-Annual,ATS.600,,UNITY,"Check the alignment, deflection, gap, and wiping action of the main and arcing contacts. ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-5,Semi-Annual,ATS.600,,UNITY,"Inspect main and arcing contacts for wear, pitting, erosion, and discoloration, which indicate arcing or heat-related deterioration. ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-6,Semi-Annual,ATS.600,,UNITY,"Inspect the transfer mechanisms, coils, and contacts for evidence of damage or malfunction ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-7,Semi-Annual,ATS.600,,UNITY,"Check the tightness of all de-energized cable, wire, and bus connections. Re-secure any loose connections that are found.",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-8,Semi-Annual,ATS.600,,UNITY,"Record and verify all settings for voltage and frequency sensing, pickup, and dropout parameters for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-8A,Semi-Annual,ATS.600,,UNITY,"If the settings are inadvertently changed, then the recorded information will facilitate the recovery of normal operation.",YesNo,Yes,Specific List
3.2ATS.600Semi-Annual,3.2,3.2-ATS.600-Semi-Annual,3.2-SA-ATS.600-9,Semi-Annual,ATS.600,,UNITY,"Measure the pre-inspection voltage and current at the Phase A, B, and C connections to verify that these values are within corresponding
operating specifications ",YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-12,Annual,ATS.800,,UNITY," Replace eroded arcing contacts, if necessary.",YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-13,Annual,ATS.800,,UNITY, Adjust main and arcing contacts for simultaneous breaking in accordance with the manufacturer’s procedure.,YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-14,Annual,ATS.800,,UNITY," Remove old lubricant residues, then lubricate
the transfer switch
mechanisms and their associated devices and
linkages as specified
by the manufacturer.",YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-15,Annual,ATS.800,,UNITY, Operate the ATS manually to verify proper function.,YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-16,Annual,ATS.800,,UNITY,"Check for the proper settings for voltage and frequency sensing, pickup, and dropout features for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-17,Annual,ATS.800,,UNITY," Clean the top, bottom, and doors of the ATS enclosure.",YesNo,Yes,Specific List
3.2ATS.800Annual,3.2,3.2-ATS.800-Annual,3.2-A-ATS.800-18,Annual,ATS.800,,UNITY," If authorized and coordinated by the facility manager, test the re-energized ATS by switching from the normal source to the emergency source and back to verify proper function under load.",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-1,Semi-Annual,ATS.800,,UNITY,"Inspect the visually accessible portions of the ATS for evidence of heat, water, and mechanical damage. Such evidence guides the technician’s further investigation and assessment of the internal portions of the ATS and its gear ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-10,Semi-Annual,ATS.800,,UNITY,Measure and record the millivolt drop across each energized stationary and main contact while the switch is placed in each source position. ,YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-11,Semi-Annual,ATS.800,,UNITY,Measure the contact resistance across the main and arcing contacts. ,YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-2,Semi-Annual,ATS.800,,UNITY,"After de-energizing upstream switchgear or placing the ATS in bypass mode, inspect the interior to verify that transfer switch mechanisms are intact together with their control circuit wiring, relays, and contacts. ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-3,Semi-Annual,ATS.800,,UNITY,"Inspect insulating parts, mechanism covers, and arc chutes for evidence of heat, discoloration and/or mechanical damage. replace any that are excessively worn or damaged.",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-4,Semi-Annual,ATS.800,,UNITY,"Check the alignment, deflection, gap, and wiping action of the main and arcing contacts. ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-5,Semi-Annual,ATS.800,,UNITY,"Inspect main and arcing contacts for wear, pitting, erosion, and discoloration, which indicate arcing or heat-related deterioration. ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-6,Semi-Annual,ATS.800,,UNITY,"Inspect the transfer mechanisms, coils, and contacts for evidence of damage or malfunction ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-7,Semi-Annual,ATS.800,,UNITY,"Check the tightness of all de-energized cable, wire, and bus connections. Re-secure any loose connections that are found.",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-8,Semi-Annual,ATS.800,,UNITY,"Record and verify all settings for voltage and frequency sensing, pickup, and dropout parameters for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-8A,Semi-Annual,ATS.800,,UNITY,"If the settings are inadvertently changed, then the recorded information will facilitate the recovery of normal operation.",YesNo,Yes,Specific List
3.2ATS.800Semi-Annual,3.2,3.2-ATS.800-Semi-Annual,3.2-SA-ATS.800-9,Semi-Annual,ATS.800,,UNITY,"Measure the pre-inspection voltage and current at the Phase A, B, and C connections to verify that these values are within corresponding
operating specifications ",YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-12,Annual,ATS.899,,UNITY," Replace eroded arcing contacts, if necessary.",YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-13,Annual,ATS.899,,UNITY, Adjust main and arcing contacts for simultaneous breaking in accordance with the manufacturer’s procedure.,YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-14,Annual,ATS.899,,UNITY," Remove old lubricant residues, then lubricate
the transfer switch
mechanisms and their associated devices and
linkages as specified
by the manufacturer.",YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-15,Annual,ATS.899,,UNITY, Operate the ATS manually to verify proper function.,YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-16,Annual,ATS.899,,UNITY,"Check for the proper settings for voltage and frequency sensing, pickup, and dropout features for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-17,Annual,ATS.899,,UNITY," Clean the top, bottom, and doors of the ATS enclosure.",YesNo,Yes,Specific List
3.2ATS.899Annual,3.2,3.2-ATS.899-Annual,3.2-A-ATS.899-18,Annual,ATS.899,,UNITY," If authorized and coordinated by the facility manager, test the re-energized ATS by switching from the normal source to the emergency source and back to verify proper function under load.",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-1,Semi-Annual,ATS.899,,UNITY,"Inspect the visually accessible portions of the ATS for evidence of heat, water, and mechanical damage. Such evidence guides the technician’s further investigation and assessment of the internal portions of the ATS and its gear ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-10,Semi-Annual,ATS.899,,UNITY,Measure and record the millivolt drop across each energized stationary and main contact while the switch is placed in each source position. ,YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-11,Semi-Annual,ATS.899,,UNITY,Measure the contact resistance across the main and arcing contacts. ,YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-2,Semi-Annual,ATS.899,,UNITY,"After de-energizing upstream switchgear or placing the ATS in bypass mode, inspect the interior to verify that transfer switch mechanisms are intact together with their control circuit wiring, relays, and contacts. ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-3,Semi-Annual,ATS.899,,UNITY,"Inspect insulating parts, mechanism covers, and arc chutes for evidence of heat, discoloration and/or mechanical damage. replace any that are excessively worn or damaged.",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-4,Semi-Annual,ATS.899,,UNITY,"Check the alignment, deflection, gap, and wiping action of the main and arcing contacts. ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-5,Semi-Annual,ATS.899,,UNITY,"Inspect main and arcing contacts for wear, pitting, erosion, and discoloration, which indicate arcing or heat-related deterioration. ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-6,Semi-Annual,ATS.899,,UNITY,"Inspect the transfer mechanisms, coils, and contacts for evidence of damage or malfunction ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-7,Semi-Annual,ATS.899,,UNITY,"Check the tightness of all de-energized cable, wire, and bus connections. Re-secure any loose connections that are found.",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-8,Semi-Annual,ATS.899,,UNITY,"Record and verify all settings for voltage and frequency sensing, pickup, and dropout parameters for both normal and emergency power, as well as settings for all timing functions. ",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-8A,Semi-Annual,ATS.899,,UNITY,"If the settings are inadvertently changed, then the recorded information will facilitate the recovery of normal operation.",YesNo,Yes,Specific List
3.2ATS.899Semi-Annual,3.2,3.2-ATS.899-Semi-Annual,3.2-SA-ATS.899-9,Semi-Annual,ATS.899,,UNITY,"Measure the pre-inspection voltage and current at the Phase A, B, and C connections to verify that these values are within corresponding
operating specifications ",YesNo,Yes,Specific List
2.16CBAnnual,2.16,2.16-CB-Annual,2.16-A-CB-1,Annual,CB,,UNITY,Inspect for cracks in the case. Inspect for loose connections or evidence of overheating. Maintain clean of external contamination.,YesNo,Yes,Specific List
2.16CBAnnual,2.16,2.16-CB-Annual,2.16-A-CB-2,Annual,CB,,UNITY,Inspect for loose connections or evidence of overheating. Tighten loose connections as required.,YesNo,Yes,Specific List
2.16CBAnnual,2.16,2.16-CB-Annual,2.16-A-CB-3,Annual,CB,,UNITY, Manually operate and trip the breaker to exercise the tripping mechanisms.,YesNo,Yes,Specific List
3.5CCTBQuarterly,3.5,3.5-CCTB-Quarterly,3.5-Q-CCTB-1,Quarterly,CCTB,,UNITY, Wipe Clean,YesNo,Yes,Specific List
3.5CCTBQuarterly,3.5,3.5-CCTB-Quarterly,3.5-Q-CCTB-2,Quarterly,CCTB,,UNITY,Visual Inspection ,YesNo,Yes,Specific List
3.5CCTBQuarterly,3.5,3.5-CCTB-Quarterly,3.5-Q-CCTB-3,Quarterly,CCTB,,UNITY,Record Readings ,YesNo,Yes,Specific List
3.4CPLDAnnual,3.4,3.4-CPLD-Annual,3.4-A-CPLD-1,Annual,CPLD,,UNITY,Check with manufacturer for control panel firmware or software upgrades Update the firmware or software according to the manufacturers instruction,YesNo,Yes,Specific List
3.4CPLDAnnual,3.4,3.4-CPLD-Annual,3.4-A-CPLD-2,Annual,CPLD,,UNITY,Test panel alarm functinality according to the manufaturers instructions Contact vendor for repair if system is not correclty reporting alarms,YesNo,Yes,Specific List
3.4DSAnnual,3.4,3.4-DS-Annual,3.4-A-DS-1,Annual,DS,,UNITY,"Visually inspect for dirt, debris, moisture. Vacuum and wipe down dirty surfaces. Test overcurrent devices if moisture found and replace if required.",YesNo,Yes,Specific List
3.4DSTriennial,3.4,3.4-DS-Triennial,3.4-T-DS-2,Triennial,DS,,UNITY,"Infrared scan thecable terminals to check for abnormal temperature conditions Tighten cable termnations,evaluate condition of overcurrrent deivice, and replace if necessary for proper operation",YesNo,Yes,Specific List
3.3DTQuarterly,3.3,3.3-DT-Quarterly,3.3-Q-DT-1,Quarterly,DT,,UNITY,"Check exterior/interior of tank
for any damage. Check rupture basin as well. Record location of damage. Note any leaks.",YesNo,Yes,Specific List
3.3DTQuarterly,3.3,3.3-DT-Quarterly,3.3-Q-DT-2,Quarterly,DT,,UNITY,Inspect piping connections to tank. Check for any leaks or damage. Clean and address any leaks.,YesNo,Yes,Specific List
3.4ELECRMAnnual,3.4,3.4-ELECRM-Annual,3.4-A-ELECRM-1,Annual,ELECRM,,UNITY,Inspect each electrical room to confirm that it is not being used to store equipment or or non-electrical materials Remove material stored in the electrical room,YesNo,Yes,Specific List
3.4ELECRMAnnual,3.4,3.4-ELECRM-Annual,3.4-A-ELECRM-2,Annual,ELECRM,,UNITY," Vacuum floors, and horizontal surfaces (boxes, conduits, ledges, etc) to remove dust and debris",YesNo,Yes,Specific List
3.4ELECRMAnnual,3.4,3.4-ELECRM-Annual,3.4-A-ELECRM-5,Annual,ELECRM,,UNITY,verify ventilation system and ambient temperture are within tolerace of equipment and HVAC target values Advise HVAC BMS contractor to correct the functionality of the system,YesNo,Yes,Specific List
3.4ELECRMAnnual,3.4,3.4-ELECRM-Annual,3.4-A-ELECRM-6,Annual,ELECRM,,UNITY,Verify all egress doors and all panic hardware operate correctly Advise the facility door maintainer to address any improperly operating doors.,YesNo,Yes,Specific List
3.4ELECRMAnnual,3.4,3.4-ELECRM-Annual,3.4-A-ELECRM-7,Annual,ELECRM,,UNITY,"Inspect all electrical equipment enclosures for rust, chipped paint, scratches Repaint/repair all condition which is prone to rust",YesNo,Yes,Specific List
3.4ELECRMBi-Annual,3.4,3.4-ELECRM-Bi-Annual,3.4-BA-ELECRM-3,Bi-Annual,ELECRM,,UNITY," Track and maintain list of all additions and removals of equipment (panels, motors, etc) to the overall ESA distribution system",YesNo,Yes,Specific List
